"energy","k","L_bins","Daa"
1915.512824,20,5,0.028273973865731345
1915.512824,20,6,0.04876633961632117
1956.6743192,20,5,0.0095616545532202
1956.6743192,20,6,0.01649173531285718
1997.8358144,20,5,0.00673785331673258
1997.8358144,20,6,0.011621303913242398
2038.9973095999999,20,5,0.005373487298302163
2038.9973095999999,20,6,0.00926807486479981
2080.1588048,20,5,0.0045233135904424685
2080.1588048,20,6,0.0078017136109046455
2121.3203,20,5,0.00392596987697262
2121.3203,20,6,0.006771428072087919
